condition,run_id,subwindow,stage_original,stage_original_id,VB,stage_unified,stage_unified_id
C1,249,3,severe,2,136.2650196,late,2
C1,249,4,severe,2,136.2650196,late,2
C1,250,0,severe,2,136.902076,late,2
C1,250,1,severe,2,136.902076,late,2
C1,250,2,severe,2,136.902076,late,2
C1,250,3,severe,2,136.902076,late,2
C1,250,4,severe,2,136.902076,late,2
C1,251,0,severe,2,137.540114,late,2
C1,251,1,severe,2,137.540114,late,2
C1,251,2,severe,2,137.540114,late,2
C1,251,3,severe,2,137.540114,late,2
C1,251,4,severe,2,137.540114,late,2
C1,252,0,severe,2,138.1788957,late,2
C1,252,1,severe,2,138.1788957,late,2
C1,252,2,severe,2,138.1788957,late,2
C1,252,3,severe,2,138.1788957,late,2
C1,252,4,severe,2,138.1788957,late,2
C1,253,0,severe,2,138.8181847,late,2
C1,253,1,severe,2,138.8181847,late,2
C1,253,2,severe,2,138.8181847,late,2
C1,253,3,severe,2,138.8181847,late,2
C1,253,4,severe,2,138.8181847,late,2
C1,254,0,severe,2,139.4577462,late,2
C1,254,1,severe,2,139.4577462,late,2
C1,254,2,severe,2,139.4577462,late,2
C1,254,3,severe,2,139.4577462,late,2
C1,254,4,severe,2,139.4577462,late,2
C1,255,0,severe,2,140.0973471,late,2
C1,255,1,severe,2,140.0973471,late,2
C1,255,2,severe,2,140.0973471,late,2
C1,255,3,severe,2,140.0973471,late,2
C1,255,4,severe,2,140.0973471,late,2
C1,256,0,severe,2,140.7367569,late,2
C1,256,1,severe,2,140.7367569,late,2
C1,256,2,severe,2,140.7367569,late,2
C1,256,3,severe,2,140.7367569,late,2
C1,256,4,severe,2,140.7367569,late,2
C1,257,0,severe,2,141.375747,late,2
C1,257,1,severe,2,141.375747,late,2
C1,257,2,severe,2,141.375747,late,2
C1,257,3,severe,2,141.375747,late,2
C1,257,4,severe,2,141.375747,late,2
C1,258,0,severe,2,142.0140922,late,2
C1,258,1,severe,2,142.0140922,late,2
C1,258,2,severe,2,142.0140922,late,2
C1,258,3,severe,2,142.0140922,late,2
C1,258,4,severe,2,142.0140922,late,2
C1,259,0,severe,2,142.6515699,late,2
C1,259,1,severe,2,142.6515699,late,2
C1,259,2,severe,2,142.6515699,late,2
C1,259,3,severe,2,142.6515699,late,2
C1,259,4,severe,2,142.6515699,late,2
C1,260,0,severe,2,143.2879608,late,2
C1,260,1,severe,2,143.2879608,late,2
C1,260,2,severe,2,143.2879608,late,2
C1,260,3,severe,2,143.2879608,late,2
C1,260,4,severe,2,143.2879608,late,2
C1,261,0,severe,2,143.9230495,late,2
C1,261,1,severe,2,143.9230495,late,2
C1,261,2,severe,2,143.9230495,late,2
C1,261,3,severe,2,143.9230495,late,2
C1,261,4,severe,2,143.9230495,late,2
C1,262,0,severe,2,144.556624,late,2
C1,262,1,severe,2,144.556624,late,2
C1,262,2,severe,2,144.556624,late,2
C1,262,3,severe,2,144.556624,late,2
C1,262,4,severe,2,144.556624,late,2
C1,263,0,severe,2,145.1884767,late,2
C1,263,1,severe,2,145.1884767,late,2
C1,263,2,severe,2,145.1884767,late,2
C1,263,3,severe,2,145.1884767,late,2
C1,263,4,severe,2,145.1884767,late,2
C1,264,0,severe,2,145.8184043,late,2
C1,264,1,severe,2,145.8184043,late,2
C1,264,2,severe,2,145.8184043,late,2
C1,264,3,severe,2,145.8184043,late,2
C1,264,4,severe,2,145.8184043,late,2
C1,265,0,severe,2,146.4462078,late,2
C1,265,1,severe,2,146.4462078,late,2
C1,265,2,severe,2,146.4462078,late,2
C1,265,3,severe,2,146.4462078,late,2
C1,265,4,severe,2,146.4462078,late,2
C1,266,0,severe,2,147.0716935,late,2
C1,266,1,severe,2,147.0716935,late,2
C1,266,2,severe,2,147.0716935,late,2
C1,266,3,severe,2,147.0716935,late,2
C1,266,4,severe,2,147.0716935,late,2
C1,267,0,severe,2,147.6946724,late,2
C1,267,1,severe,2,147.6946724,late,2
C1,267,2,severe,2,147.6946724,late,2
C1,267,3,severe,2,147.6946724,late,2
C1,267,4,severe,2,147.6946724,late,2
C1,268,0,severe,2,148.3149609,late,2
C1,268,1,severe,2,148.3149609,late,2
C1,268,2,severe,2,148.3149609,late,2
C1,268,3,severe,2,148.3149609,late,2
C1,268,4,severe,2,148.3149609,late,2
C1,269,0,severe,2,148.9323811,late,2
C1,269,1,severe,2,148.9323811,late,2
C1,269,2,severe,2,148.9323811,late,2
C1,269,3,severe,2,148.9323811,late,2
C1,269,4,severe,2,148.9323811,late,2
C1,270,0,severe,2,149.5467607,late,2
C1,270,1,severe,2,149.5467607,late,2
C1,270,2,severe,2,149.5467607,late,2
C1,270,3,severe,2,149.5467607,late,2
C1,270,4,severe,2,149.5467607,late,2
C1,271,0,severe,2,150.1579333,late,2
C1,271,1,severe,2,150.1579333,late,2
C1,271,2,severe,2,150.1579333,late,2
C1,271,3,severe,2,150.1579333,late,2
C1,271,4,severe,2,150.1579333,late,2
C1,272,0,severe,2,150.765739,late,2
C1,272,1,severe,2,150.765739,late,2
C1,272,2,severe,2,150.765739,late,2
C1,272,3,severe,2,150.765739,late,2
C1,272,4,severe,2,150.765739,late,2
C1,273,0,severe,2,151.3700239,late,2
C1,273,1,severe,2,151.3700239,late,2
C1,273,2,severe,2,151.3700239,late,2
C1,273,3,severe,2,151.3700239,late,2
C1,273,4,severe,2,151.3700239,late,2
C1,274,0,severe,2,151.970641,late,2
C1,274,1,severe,2,151.970641,late,2
C1,274,2,severe,2,151.970641,late,2
C1,274,3,severe,2,151.970641,late,2
C1,274,4,severe,2,151.970641,late,2
C1,275,0,severe,2,152.5674499,late,2
C1,275,1,severe,2,152.5674499,late,2
C1,275,2,severe,2,152.5674499,late,2
C1,275,3,severe,2,152.5674499,late,2
C1,275,4,severe,2,152.5674499,late,2
C1,276,0,severe,2,153.1603172,late,2
C1,276,1,severe,2,153.1603172,late,2
C1,276,2,severe,2,153.1603172,late,2
C1,276,3,severe,2,153.1603172,late,2
C1,276,4,severe,2,153.1603172,late,2
C1,277,0,severe,2,153.7491167,late,2
C1,277,1,severe,2,153.7491167,late,2
C1,277,2,severe,2,153.7491167,late,2
C1,277,3,severe,2,153.7491167,late,2
C1,277,4,severe,2,153.7491167,late,2
C1,278,0,severe,2,154.3337295,late,2
C1,278,1,severe,2,154.3337295,late,2
C1,278,2,severe,2,154.3337295,late,2
C1,278,3,severe,2,154.3337295,late,2
C1,278,4,severe,2,154.3337295,late,2
C1,279,0,severe,2,154.914044,late,2
C1,279,1,severe,2,154.914044,late,2
C1,279,2,severe,2,154.914044,late,2
C1,279,3,severe,2,154.914044,late,2
C1,279,4,severe,2,154.914044,late,2
C1,280,0,severe,2,155.4899564,late,2
C1,280,1,severe,2,155.4899564,late,2
C1,280,2,severe,2,155.4899564,late,2
C1,280,3,severe,2,155.4899564,late,2
C1,280,4,severe,2,155.4899564,late,2
C1,281,0,severe,2,156.0613707,late,2
C1,281,1,severe,2,156.0613707,late,2
C1,281,2,severe,2,156.0613707,late,2
C1,281,3,severe,2,156.0613707,late,2
C1,281,4,severe,2,156.0613707,late,2
C1,282,0,severe,2,156.6281987,late,2
C1,282,1,severe,2,156.6281987,late,2
C1,282,2,severe,2,156.6281987,late,2
C1,282,3,severe,2,156.6281987,late,2
C1,282,4,severe,2,156.6281987,late,2
C1,283,0,severe,2,157.1903603,late,2
C1,283,1,severe,2,157.1903603,late,2
C1,283,2,severe,2,157.1903603,late,2
C1,283,3,severe,2,157.1903603,late,2
C1,283,4,severe,2,157.1903603,late,2
C1,284,0,severe,2,157.7477835,late,2
C1,284,1,severe,2,157.7477835,late,2
C1,284,2,severe,2,157.7477835,late,2
C1,284,3,severe,2,157.7477835,late,2
C1,284,4,severe,2,157.7477835,late,2
C1,285,0,severe,2,158.3004046,late,2
C1,285,1,severe,2,158.3004046,late,2
C1,285,2,severe,2,158.3004046,late,2
C1,285,3,severe,2,158.3004046,late,2
C1,285,4,severe,2,158.3004046,late,2
C1,286,0,severe,2,158.8481684,late,2
C1,286,1,severe,2,158.8481684,late,2
C1,286,2,severe,2,158.8481684,late,2
C1,286,3,severe,2,158.8481684,late,2
C1,286,4,severe,2,158.8481684,late,2
C1,287,0,severe,2,159.3910281,late,2
C1,287,1,severe,2,159.3910281,late,2
C1,287,2,severe,2,159.3910281,late,2
C1,287,3,severe,2,159.3910281,late,2
C1,287,4,severe,2,159.3910281,late,2
C1,288,0,severe,2,159.9289454,late,2
C1,288,1,severe,2,159.9289454,late,2
C1,288,2,severe,2,159.9289454,late,2
C1,288,3,severe,2,159.9289454,late,2
C1,288,4,severe,2,159.9289454,late,2
C1,289,0,severe,2,160.4618907,late,2
C1,289,1,severe,2,160.4618907,late,2
C1,289,2,severe,2,160.4618907,late,2
C1,289,3,severe,2,160.4618907,late,2
C1,289,4,severe,2,160.4618907,late,2
C1,290,0,severe,2,160.9898432,late,2
C1,290,1,severe,2,160.9898432,late,2
C1,290,2,severe,2,160.9898432,late,2
C1,290,3,severe,2,160.9898432,late,2
C1,290,4,severe,2,160.9898432,late,2
C1,291,0,severe,2,161.5127908,late,2
C1,291,1,severe,2,161.5127908,late,2
C1,291,2,severe,2,161.5127908,late,2
C1,291,3,severe,2,161.5127908,late,2
C1,291,4,severe,2,161.5127908,late,2
C1,292,0,severe,2,162.0307303,late,2
C1,292,1,severe,2,162.0307303,late,2
C1,292,2,severe,2,162.0307303,late,2
C1,292,3,severe,2,162.0307303,late,2
C1,292,4,severe,2,162.0307303,late,2
C1,293,0,severe,2,162.5436673,late,2
C1,293,1,severe,2,162.5436673,late,2
C1,293,2,severe,2,162.5436673,late,2
C1,293,3,severe,2,162.5436673,late,2
C1,293,4,severe,2,162.5436673,late,2
C1,294,0,severe,2,163.0516165,late,2
C1,294,1,severe,2,163.0516165,late,2
C1,294,2,severe,2,163.0516165,late,2
C1,294,3,severe,2,163.0516165,late,2
C1,294,4,severe,2,163.0516165,late,2
C1,295,0,severe,2,163.5546014,late,2
C1,295,1,severe,2,163.5546014,late,2
C1,295,2,severe,2,163.5546014,late,2
C1,295,3,severe,2,163.5546014,late,2
C1,295,4,severe,2,163.5546014,late,2
C1,296,0,severe,2,164.0526545,late,2
C1,296,1,severe,2,164.0526545,late,2
C1,296,2,severe,2,164.0526545,late,2
C1,296,3,severe,2,164.0526545,late,2
C1,296,4,severe,2,164.0526545,late,2
C1,297,0,severe,2,164.5458173,late,2
C1,297,1,severe,2,164.5458173,late,2
C1,297,2,severe,2,164.5458173,late,2
C1,297,3,severe,2,164.5458173,late,2
C1,297,4,severe,2,164.5458173,late,2
C1,298,0,severe,2,165.0341403,late,2
C1,298,1,severe,2,165.0341403,late,2
C1,298,2,severe,2,165.0341403,late,2
C1,298,3,severe,2,165.0341403,late,2
C1,298,4,severe,2,165.0341403,late,2
C1,299,0,severe,2,165.5176828,late,2
C1,299,1,severe,2,165.5176828,late,2
C1,299,2,severe,2,165.5176828,late,2
C1,299,3,severe,2,165.5176828,late,2
C1,299,4,severe,2,165.5176828,late,2
C1,300,0,severe,2,165.9965134,late,2
C1,300,1,severe,2,165.9965134,late,2
C1,300,2,severe,2,165.9965134,late,2
C1,300,3,severe,2,165.9965134,late,2
C1,300,4,severe,2,165.9965134,late,2
C1,301,0,severe,2,166.4707092,late,2
C1,301,1,severe,2,166.4707092,late,2
C1,301,2,severe,2,166.4707092,late,2
C1,301,3,severe,2,166.4707092,late,2
C1,301,4,severe,2,166.4707092,late,2
C1,302,0,severe,2,166.9403565,late,2
C1,302,1,severe,2,166.9403565,late,2
C1,302,2,severe,2,166.9403565,late,2
C1,302,3,severe,2,166.9403565,late,2
C1,302,4,severe,2,166.9403565,late,2
C1,303,0,severe,2,167.4055503,late,2
C1,303,1,severe,2,167.4055503,late,2
C1,303,2,severe,2,167.4055503,late,2
C1,303,3,severe,2,167.4055503,late,2
C1,303,4,severe,2,167.4055503,late,2
C1,304,0,severe,2,167.8663945,late,2
C1,304,1,severe,2,167.8663945,late,2
C1,304,2,severe,2,167.8663945,late,2
C1,304,3,severe,2,167.8663945,late,2
C1,304,4,severe,2,167.8663945,late,2
C1,305,0,severe,2,168.3230015,late,2
C1,305,1,severe,2,168.3230015,late,2
C1,305,2,severe,2,168.3230015,late,2
C1,305,3,severe,2,168.3230015,late,2
C1,305,4,severe,2,168.3230015,late,2
C1,306,0,severe,2,168.7754925,late,2
C1,306,1,severe,2,168.7754925,late,2
C1,306,2,severe,2,168.7754925,late,2
C1,306,3,severe,2,168.7754925,late,2
C1,306,4,severe,2,168.7754925,late,2
C1,307,0,severe,2,169.2239972,late,2
C1,307,1,severe,2,169.2239972,late,2
C1,307,2,severe,2,169.2239972,late,2
C1,307,3,severe,2,169.2239972,late,2
C1,307,4,severe,2,169.2239972,late,2
C1,308,0,severe,2,169.6686538,late,2
C1,308,1,severe,2,169.6686538,late,2
C1,308,2,severe,2,169.6686538,late,2
C1,308,3,severe,2,169.6686538,late,2
C1,308,4,severe,2,169.6686538,late,2
C1,309,0,severe,2,170.109609,late,2
C1,309,1,severe,2,170.109609,late,2
C1,309,2,severe,2,170.109609,late,2
C1,309,3,severe,2,170.109609,late,2
C1,309,4,severe,2,170.109609,late,2
C1,310,0,severe,2,170.5470173,late,2
C1,310,1,severe,2,170.5470173,late,2
C1,310,2,severe,2,170.5470173,late,2
C1,310,3,severe,2,170.5470173,late,2
C1,310,4,severe,2,170.5470173,late,2
C1,311,0,severe,2,170.9810419,late,2
C1,311,1,severe,2,170.9810419,late,2
C1,311,2,severe,2,170.9810419,late,2
C1,311,3,severe,2,170.9810419,late,2
C1,311,4,severe,2,170.9810419,late,2
C1,312,0,severe,2,171.4118535,late,2
C1,312,1,severe,2,171.4118535,late,2
C1,312,2,severe,2,171.4118535,late,2
C1,312,3,severe,2,171.4118535,late,2
C1,312,4,severe,2,171.4118535,late,2
C1,313,0,severe,2,171.839631,late,2
C1,313,1,severe,2,171.839631,late,2
C1,313,2,severe,2,171.839631,late,2
C1,313,3,severe,2,171.839631,late,2
C1,313,4,severe,2,171.839631,late,2
C1,314,0,severe,2,172.2645609,late,2
C1,314,1,severe,2,172.2645609,late,2
C1,314,2,severe,2,172.2645609,late,2
C1,314,3,severe,2,172.2645609,late,2
C1,314,4,severe,2,172.2645609,late,2
C1,315,0,severe,2,172.6868372,late,2
C1,315,1,severe,2,172.6868372,late,2
C1,315,2,severe,2,172.6868372,late,2
C1,315,3,severe,2,172.6868372,late,2
C1,315,4,severe,2,172.6868372,late,2
C4,1,0,initial,0,31.41635516,early,0
C4,1,1,initial,0,31.41635516,early,0
C4,1,2,initial,0,31.41635516,early,0
C4,1,3,initial,0,31.41635516,early,0
C4,1,4,initial,0,31.41635516,early,0
C4,2,0,initial,0,34.8927704,early,0
C4,2,1,initial,0,34.8927704,early,0
C4,2,2,initial,0,34.8927704,early,0
C4,2,3,initial,0,34.8927704,early,0
C4,2,4,initial,0,34.8927704,early,0
C4,3,0,initial,0,38.10284657,early,0
C4,3,1,initial,0,38.10284657,early,0
C4,3,2,initial,0,38.10284657,early,0
C4,3,3,initial,0,38.10284657,early,0
C4,3,4,initial,0,38.10284657,early,0
C4,4,0,initial,0,41.06102301,early,0
C4,4,1,initial,0,41.06102301,early,0
C4,4,2,initial,0,41.06102301,early,0
C4,4,3,initial,0,41.06102301,early,0
C4,4,4,initial,0,41.06102301,early,0
C4,5,0,initial,0,43.78119133,early,0
C4,5,1,initial,0,43.78119133,early,0
C4,5,2,initial,0,43.78119133,early,0
C4,5,3,initial,0,43.78119133,early,0
C4,5,4,initial,0,43.78119133,early,0
C4,6,0,initial,0,46.27671037,early,0
C4,6,1,initial,0,46.27671037,early,0
C4,6,2,initial,0,46.27671037,early,0
C4,6,3,initial,0,46.27671037,early,0
C4,6,4,initial,0,46.27671037,early,0
C4,7,0,initial,0,48.56042098,early,0
C4,7,1,initial,0,48.56042098,early,0
C4,7,2,initial,0,48.56042098,early,0
C4,7,3,initial,0,48.56042098,early,0
C4,7,4,initial,0,48.56042098,early,0
C4,8,0,initial,0,50.64466037,early,0
C4,8,1,initial,0,50.64466037,early,0
C4,8,2,initial,0,50.64466037,early,0
C4,8,3,initial,0,50.64466037,early,0
C4,8,4,initial,0,50.64466037,early,0
C4,9,0,initial,0,52.54127629,early,0
C4,9,1,initial,0,52.54127629,early,0
C4,9,2,initial,0,52.54127629,early,0
C4,9,3,initial,0,52.54127629,early,0
C4,9,4,initial,0,52.54127629,early,0
C4,10,0,initial,0,54.26164088,early,0
C4,10,1,initial,0,54.26164088,early,0
C4,10,2,initial,0,54.26164088,early,0
C4,10,3,initial,0,54.26164088,early,0
C4,10,4,initial,0,54.26164088,early,0
C4,11,0,initial,0,55.81666418,early,0
C4,11,1,initial,0,55.81666418,early,0
C4,11,2,initial,0,55.81666418,early,0
C4,11,3,initial,0,55.81666418,early,0
C4,11,4,initial,0,55.81666418,early,0
C4,12,0,initial,0,57.21680745,early,0
C4,12,1,initial,0,57.21680745,early,0
C4,12,2,initial,0,57.21680745,early,0
C4,12,3,initial,0,57.21680745,early,0
C4,12,4,initial,0,57.21680745,early,0
C4,13,0,initial,0,58.47209617,early,0
C4,13,1,initial,0,58.47209617,early,0
C4,13,2,initial,0,58.47209617,early,0
C4,13,3,initial,0,58.47209617,early,0
C4,13,4,initial,0,58.47209617,early,0
C4,14,0,initial,0,59.59213275,early,0
C4,14,1,initial,0,59.59213275,early,0
C4,14,2,initial,0,59.59213275,early,0
C4,14,3,initial,0,59.59213275,early,0
C4,14,4,initial,0,59.59213275,early,0
C4,15,0,initial,0,60.58610902,early,0
C4,15,1,initial,0,60.58610902,early,0
C4,15,2,initial,0,60.58610902,early,0
C4,15,3,initial,0,60.58610902,early,0
C4,15,4,initial,0,60.58610902,early,0
C4,16,0,initial,0,61.46281844,early,0
C4,16,1,initial,0,61.46281844,early,0
C4,16,2,initial,0,61.46281844,early,0
C4,16,3,initial,0,61.46281844,early,0
C4,16,4,initial,0,61.46281844,early,0
C4,17,0,initial,0,62.23066801,early,0
C4,17,1,initial,0,62.23066801,early,0
C4,17,2,initial,0,62.23066801,early,0
C4,17,3,initial,0,62.23066801,early,0
C4,17,4,initial,0,62.23066801,early,0
C4,18,0,initial,0,62.89769001,early,0
C4,18,1,initial,0,62.89769001,early,0
C4,18,2,initial,0,62.89769001,early,0
C4,18,3,initial,0,62.89769001,early,0
C4,18,4,initial,0,62.89769001,early,0
C4,19,0,initial,0,63.47155339,early,0
C4,19,1,initial,0,63.47155339,early,0
C4,19,2,initial,0,63.47155339,early,0
C4,19,3,initial,0,63.47155339,early,0
C4,19,4,initial,0,63.47155339,early,0
C4,20,0,initial,0,63.959575,early,0
C4,20,1,initial,0,63.959575,early,0
C4,20,2,initial,0,63.959575,early,0
C4,20,3,initial,0,63.959575,early,0
C4,20,4,initial,0,63.959575,early,0
C4,21,0,initial,0,64.36873051,early,0
C4,21,1,initial,0,64.36873051,early,0
C4,21,2,initial,0,64.36873051,early,0
C4,21,3,initial,0,64.36873051,early,0
C4,21,4,initial,0,64.36873051,early,0
C4,22,0,initial,0,64.70566514,early,0
C4,22,1,initial,0,64.70566514,early,0
C4,22,2,initial,0,64.70566514,early,0
C4,22,3,initial,0,64.70566514,early,0
C4,22,4,initial,0,64.70566514,early,0
C4,23,0,initial,0,64.9767041,early,0
C4,23,1,initial,0,64.9767041,early,0
C4,23,2,initial,0,64.9767041,early,0
C4,23,3,initial,0,64.9767041,early,0
C4,23,4,initial,0,64.9767041,early,0
C4,24,0,initial,0,65.1878629,early,0
C4,24,1,initial,0,65.1878629,early,0
C4,24,2,initial,0,65.1878629,early,0
C4,24,3,initial,0,65.1878629,early,0
C4,24,4,initial,0,65.1878629,early,0
C4,25,0,initial,0,65.34485725,early,0
C4,25,1,initial,0,65.34485725,early,0
C4,25,2,initial,0,65.34485725,early,0
C4,25,3,initial,0,65.34485725,early,0
C4,25,4,initial,0,65.34485725,early,0
C4,26,0,initial,0,65.45311297,early,0
C4,26,1,initial,0,65.45311297,early,0
C4,26,2,initial,0,65.45311297,early,0
C4,26,3,initial,0,65.45311297,early,0
C4,26,4,initial,0,65.45311297,early,0
C4,27,0,initial,0,65.51777545,early,0
C4,27,1,initial,0,65.51777545,early,0
C4,27,2,initial,0,65.51777545,early,0
C4,27,3,initial,0,65.51777545,early,0
C4,27,4,initial,0,65.51777545,early,0
C4,28,0,initial,0,65.54371906,early,0
C4,28,1,initial,0,65.54371906,early,0
C4,28,2,initial,0,65.54371906,early,0
C4,28,3,initial,0,65.54371906,early,0
C4,28,4,initial,0,65.54371906,early,0
C4,29,0,initial,0,65.54371906,early,0
C4,29,1,initial,0,65.54371906,early,0
C4,29,2,initial,0,65.54371906,early,0
C4,29,3,initial,0,65.54371906,early,0
C4,29,4,initial,0,65.54371906,early,0
C4,30,0,initial,0,65.54371906,early,0
C4,30,1,initial,0,65.54371906,early,0
C4,30,2,initial,0,65.54371906,early,0
C4,30,3,initial,0,65.54371906,early,0
C4,30,4,initial,0,65.54371906,early,0
C4,31,0,initial,0,65.54371906,early,0
C4,31,1,initial,0,65.54371906,early,0
C4,31,2,initial,0,65.54371906,early,0
C4,31,3,initial,0,65.54371906,early,0
C4,31,4,initial,0,65.54371906,early,0
C4,32,0,initial,0,65.54371906,early,0
C4,32,1,initial,0,65.54371906,early,0
C4,32,2,initial,0,65.54371906,early,0
C4,32,3,initial,0,65.54371906,early,0
C4,32,4,initial,0,65.54371906,early,0
C4,33,0,initial,0,65.54371906,early,0
C4,33,1,initial,0,65.54371906,early,0
C4,33,2,initial,0,65.54371906,early,0
C4,33,3,initial,0,65.54371906,early,0
C4,33,4,initial,0,65.54371906,early,0
C4,34,0,initial,0,65.54371906,early,0
C4,34,1,initial,0,65.54371906,early,0
C4,34,2,initial,0,65.54371906,early,0
C4,34,3,initial,0,65.54371906,early,0
C4,34,4,initial,0,65.54371906,early,0
C4,35,0,initial,0,65.54371906,early,0
C4,35,1,initial,0,65.54371906,early,0
C4,35,2,initial,0,65.54371906,early,0
C4,35,3,initial,0,65.54371906,early,0
C4,35,4,initial,0,65.54371906,early,0
C4,36,0,initial,0,65.9459689,early,0
C4,36,1,initial,0,65.9459689,early,0
C4,36,2,initial,0,65.9459689,early,0
C4,36,3,initial,0,65.9459689,early,0
C4,36,4,initial,0,65.9459689,early,0
C4,37,0,initial,0,66.35836702,early,0
C4,37,1,initial,0,66.35836702,early,0
C4,37,2,initial,0,66.35836702,early,0
C4,37,3,initial,0,66.35836702,early,0
C4,37,4,initial,0,66.35836702,early,0
C4,38,0,initial,0,66.76413333,early,0
C4,38,1,initial,0,66.76413333,early,0
C4,38,2,initial,0,66.76413333,early,0
C4,38,3,initial,0,66.76413333,early,0
C4,38,4,initial,0,66.76413333,early,0
C4,39,0,initial,0,67.16474862,early,0
C4,39,1,initial,0,67.16474862,early,0
C4,39,2,initial,0,67.16474862,early,0
C4,39,3,initial,0,67.16474862,early,0
C4,39,4,initial,0,67.16474862,early,0
C4,40,0,initial,0,67.56156165,early,0
C4,40,1,initial,0,67.56156165,early,0
C4,40,2,initial,0,67.56156165,early,0
C4,40,3,initial,0,67.56156165,early,0
C4,40,4,initial,0,67.56156165,early,0
C4,41,0,initial,0,67.95579535,early,0
C4,41,1,initial,0,67.95579535,early,0
C4,41,2,initial,0,67.95579535,early,0
C4,41,3,initial,0,67.95579535,early,0
C4,41,4,initial,0,67.95579535,early,0
C4,42,0,initial,0,68.34855283,early,0
C4,42,1,initial,0,68.34855283,early,0
C4,42,2,initial,0,68.34855283,early,0
C4,42,3,initial,0,68.34855283,early,0
C4,42,4,initial,0,68.34855283,early,0
C4,43,0,initial,0,68.74082317,early,0
C4,43,1,initial,0,68.74082317,early,0
C4,43,2,initial,0,68.74082317,early,0
C4,43,3,initial,0,68.74082317,early,0
C4,43,4,initial,0,68.74082317,early,0
C4,44,0,initial,0,69.1334871,early,0
C4,44,1,initial,0,69.1334871,early,0
C4,44,2,initial,0,69.1334871,early,0
C4,44,3,initial,0,69.1334871,early,0
C4,44,4,initial,0,69.1334871,early,0
C4,45,0,initial,0,69.52732244,early,0
C4,45,1,initial,0,69.52732244,early,0
C4,45,2,initial,0,69.52732244,early,0
C4,45,3,initial,0,69.52732244,early,0
C4,45,4,initial,0,69.52732244,early,0
C4,46,0,initial,0,69.92300941,early,0
C4,46,1,initial,0,69.92300941,early,0
C4,46,2,initial,0,69.92300941,early,0
C4,46,3,initial,0,69.92300941,early,0
C4,46,4,initial,0,69.92300941,early,0
C4,47,0,initial,0,70.32113581,early,0
C4,47,1,initial,0,70.32113581,early,0
C4,47,2,initial,0,70.32113581,early,0
C4,47,3,initial,0,70.32113581,early,0
C4,47,4,initial,0,70.32113581,early,0
C4,48,0,initial,0,70.72220197,early,0
C4,48,1,initial,0,70.72220197,early,0
C4,48,2,initial,0,70.72220197,early,0
C4,48,3,initial,0,70.72220197,early,0
C4,48,4,initial,0,70.72220197,early,0
C4,49,0,initial,0,71.12662555,early,0
C4,49,1,initial,0,71.12662555,early,0
C4,49,2,initial,0,71.12662555,early,0
C4,49,3,initial,0,71.12662555,early,0
C4,49,4,initial,0,71.12662555,early,0
C4,50,0,initial,0,71.53474627,early,0
C4,50,1,initial,0,71.53474627,early,0
C4,50,2,initial,0,71.53474627,early,0
C4,50,3,initial,0,71.53474627,early,0
C4,50,4,initial,0,71.53474627,early,0
C4,51,0,normal,1,71.94683041,early,0
C4,51,1,normal,1,71.94683041,early,0
C4,51,2,normal,1,71.94683041,early,0
C4,51,3,normal,1,71.94683041,early,0
C4,51,4,normal,1,71.94683041,early,0
C4,52,0,normal,1,72.36307514,early,0
C4,52,1,normal,1,72.36307514,early,0
C4,52,2,normal,1,72.36307514,early,0
C4,52,3,normal,1,72.36307514,early,0
C4,52,4,normal,1,72.36307514,early,0
C4,53,0,normal,1,72.78361282,early,0
C4,53,1,normal,1,72.78361282,early,0
C4,53,2,normal,1,72.78361282,early,0
C4,53,3,normal,1,72.78361282,early,0
C4,53,4,normal,1,72.78361282,early,0
C4,54,0,normal,1,73.208515,early,0
C4,54,1,normal,1,73.208515,early,0
C4,54,2,normal,1,73.208515,early,0
C4,54,3,normal,1,73.208515,early,0
C4,54,4,normal,1,73.208515,early,0
C4,55,0,normal,1,73.63779647,early,0
C4,55,1,normal,1,73.63779647,early,0
C4,55,2,normal,1,73.63779647,early,0
C4,55,3,normal,1,73.63779647,early,0
C4,55,4,normal,1,73.63779647,early,0
C4,56,0,normal,1,74.07141897,early,0
C4,56,1,normal,1,74.07141897,early,0
C4,56,2,normal,1,74.07141897,early,0
C4,56,3,normal,1,74.07141897,early,0
C4,56,4,normal,1,74.07141897,early,0
C4,57,0,normal,1,74.50929495,early,0
C4,57,1,normal,1,74.50929495,early,0
C4,57,2,normal,1,74.50929495,early,0
C4,57,3,normal,1,74.50929495,early,0
C4,57,4,normal,1,74.50929495,early,0
C4,58,0,normal,1,74.95129106,early,0
C4,58,1,normal,1,74.95129106,early,0
C4,58,2,normal,1,74.95129106,early,0
C4,58,3,normal,1,74.95129106,early,0
C4,58,4,normal,1,74.95129106,early,0
C4,59,0,normal,1,75.39723162,early,0
C4,59,1,normal,1,75.39723162,early,0
C4,59,2,normal,1,75.39723162,early,0
C4,59,3,normal,1,75.39723162,early,0
C4,59,4,normal,1,75.39723162,early,0
C4,60,0,normal,1,75.84690187,early,0
C4,60,1,normal,1,75.84690187,early,0
C4,60,2,normal,1,75.84690187,early,0
C4,60,3,normal,1,75.84690187,early,0
C4,60,4,normal,1,75.84690187,early,0
C4,61,0,normal,1,76.3000512,early,0
C4,61,1,normal,1,76.3000512,early,0
C4,61,2,normal,1,76.3000512,early,0
C4,61,3,normal,1,76.3000512,early,0
C4,61,4,normal,1,76.3000512,early,0
